"Date","Price","Open","High","Low","Vol.","Change %"
"03/21/2023","30.58","30.63","30.79","30.04","48.86M","0.22%"
"03/20/2023","30.51","29.98","30.75","29.60","51.13M","0.54%"
"03/17/2023","30.35","31.01","31.08","30.00","69.19M","-2.12%"
"03/16/2023","31.01","30.48","31.66","30.17","79.12M","2.06%"
"03/15/2023","30.38","29.25","30.63","29.23","92.15M","3.00%"
"03/14/2023","29.49","29.60","29.75","29.03","59.57M","0.49%"
"03/13/2023","29.35","28.73","29.92","28.53","62.92M","0.26%"
"03/10/2023","29.28","29.79","29.88","28.90","57.59M","-1.69%"
"03/09/2023","29.78","31.21","31.25","29.49","74.43M","-4.49%"
"03/08/2023","31.18","30.93","31.18","30.58","34.79M","1.08%"
"03/07/2023","30.85","31.27","31.43","30.66","45.53M","-1.14%"
"03/06/2023","31.20","31.70","32.33","31.18","56.61M","-1.00%"
"03/03/2023","31.52","31.55","31.75","31.08","59.53M","1.06%"
"03/02/2023","31.19","31.10","31.56","31.04","49.21M","-0.51%"
"03/01/2023","31.35","32.15","32.66","31.24","49.11M","-2.69%"
"02/28/2023","32.21","32.37","32.76","32.12","36.76M","-0.28%"
"02/27/2023","32.30","32.39","33.00","32.21","61.43M","1.85%"
"02/24/2023","31.72","31.93","32.15","31.45","68.31M","-2.01%"
"02/23/2023","32.37","33.12","33.13","31.43","132.39M","-3.35%"
"02/22/2023","33.49","33.75","34.19","33.28","45.46M","-0.78%"
"02/21/2023","33.75","34.28","34.41","33.64","57.10M","-3.01%"
"02/17/2023","34.80","34.79","34.90","34.24","52.95M","-0.78%"
"02/16/2023","35.07","35.50","36.15","35.03","52.16M","-2.96%"
"02/15/2023","36.14","35.66","36.29","35.42","39.70M","0.41%"
"02/14/2023","36.00","35.76","36.38","35.34","46.25M","0.39%"
"02/13/2023","35.86","34.95","35.97","34.42","71.34M","3.23%"
"02/10/2023","34.74","35.92","36.21","34.71","72.91M","-4.18%"
"02/09/2023","36.25","37.24","37.38","36.17","69.01M","-1.18%"
"02/08/2023","36.68","36.00","36.82","35.83","62.53M","1.07%"
"02/07/2023","36.29","35.85","36.42","35.42","62.89M","0.41%"
"02/06/2023","36.15","36.36","36.85","36.07","49.95M","-1.21%"
"02/03/2023","36.59","35.91","37.94","35.90","94.02M","-0.27%"
"02/02/2023","36.69","36.52","36.83","35.84","78.57M","1.35%"
"02/01/2023","36.20","35.39","36.54","34.99","80.05M","2.30%"
"01/31/2023","35.39","35.00","35.60","34.87","56.61M","0.21%"
"01/30/2023","35.31","35.84","36.10","35.29","51.28M","-2.12%"
"01/27/2023","36.08","36.32","36.59","36.06","67.04M","-1.12%"
"01/26/2023","36.49","36.88","36.90","36.17","82.57M","-0.84%"
"01/25/2023","36.80","36.06","36.89","35.85","77.67M","1.14%"
"01/24/2023","36.38","35.75","36.56","35.51","117.97M","1.79%"
"01/23/2023","35.74","34.17","36.22","34.06","156.47M","4.36%"
"01/20/2023","34.25","33.68","34.40","33.26","284.30M","8.46%"
"01/19/2023","31.58","32.26","32.49","31.34","180.08M","-3.23%"
"01/18/2023","32.63","32.67","33.01","32.13","78.14M","0.03%"
"01/17/2023","32.62","33.11","33.25","32.36","92.47M","-1.98%"
"01/13/2023","33.28","33.00","33.67","32.89","82.87M","0.81%"
"01/12/2023","33.01","33.25","33.29","32.31","108.56M","0.88%"
"01/11/2023","32.73","32.65","32.89","32.13","95.80M","-0.09%"
"01/10/2023","32.75","31.11","32.94","31.11","130.72M","3.92%"
"01/09/2023","31.52","31.68","32.17","31.32","67.67M","-0.12%"
"01/06/2023","31.56","31.16","31.68","30.37","89.60M","1.89%"
"01/05/2023","30.97","30.70","31.42","30.45","83.28M","0.09%"
"01/04/2023","30.94","29.82","31.11","29.55","93.45M","4.90%"
"01/03/2023","29.50","29.81","29.84","28.87","67.64M","0.02%"
"12/30/2022","29.49","28.55","29.50","28.32","75.67M","1.29%"
"12/29/2022","29.11","28.32","29.55","28.10","95.89M","5.14%"
"12/28/2022","27.69","28.19","28.52","27.34","59.64M","-2.57%"
